,Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
19480,19480,27 minutes,22,Howard St at Beale St,120,Mission Dolores Park,1481,Subscriber,1987,Female,27.0,2017-07-20
19481,19481,21 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5323,Customer,1989,Male,29.0,2018-11-05
19482,19482,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5324,Subscriber,1989,Male,26.0,2019-06-19
19483,19483,8 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,4936,Subscriber,1961,Male,29.0,2018-04-19
19484,19484,8 minutes,22,Howard St at Beale St,81,Berry St at 4th St,3586,Subscriber,1978,Male,26.0,2018-10-04
19485,19485,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),91,Berry St at King St,4799,Subscriber,1989,Male,29.0,2019-11-10
19486,19486,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5342,Subscriber,1995,Male,27.0,2017-02-26
19487,19487,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),9,Broadway at Battery St,192,Subscriber,1993,Male,26.0,2017-08-08
19488,19488,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4351,Subscriber,1992,Male,29.0,2017-05-09
19489,19489,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),23,The Embarcadero at Steuart St,5036,Subscriber,1999,Female,27.0,2018-08-09
19490,19490,7 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5281,Subscriber,1983,Male,26.0,2017-10-01
19491,19491,21 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),70,Central Ave at Fell St,4968,Subscriber,1988,Male,27.0,2017-05-24
19492,19492,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),908,Subscriber,1976,Male,26.0,2018-04-22
19493,19493,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5037,Customer,1985,Male,26.0,2019-09-30
19494,19494,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5148,Subscriber,1978,Male,27.0,2019-04-11
19495,19495,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5374,Subscriber,1990,Male,26.0,2017-10-09
19496,19496,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),324,Union Square (Powell St at Post St),5474,Subscriber,1998,Female,27.0,2019-05-25
19497,19497,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3343,Subscriber,1997,Female,29.0,2018-04-20
19498,19498,17 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,3429,Subscriber,1992,Female,27.0,2020-01-07
19499,19499,16 minutes,3,Powell St BART Station (Market St at 4th St),106,Sanchez St at 17th St,967,Subscriber,1979,Male,26.0,2018-06-30
19500,19500,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5324,Subscriber,1983,Male,26.0,2018-04-27
19501,19501,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1522,Subscriber,1987,Male,26.0,2017-09-12
19502,19502,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),619,Subscriber,1986,Male,26.0,2018-09-26
19503,19503,7 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,827,Subscriber,1993,Female,26.0,2019-09-17
19504,19504,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1488,Subscriber,1985,Male,27.0,2017-05-10
19505,19505,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1497,Subscriber,1984,Male,27.0,2020-01-06
19506,19506,5 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5141,Subscriber,1982,Male,27.0,2017-01-30
19507,19507,17 minutes,16,Steuart St at Market St,126,Esprit Park,2891,Subscriber,1989,Female,27.0,2017-12-08
19508,19508,8 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,2193,Subscriber,1981,Female,27.0,2017-10-02
19509,19509,8 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5031,Subscriber,1984,Male,29.0,2018-01-13
19510,19510,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,3060,Subscriber,1985,Male,26.0,2019-04-01
19511,19511,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,4657,Subscriber,1974,Male,26.0,2019-07-04
19512,19512,14 minutes,81,Berry St at 4th St,75,Market St at Franklin St,1584,Subscriber,1996,Female,27.0,2017-07-17
19513,19513,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2353,Subscriber,1978,Male,27.0,2018-06-11
19514,19514,11 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),1863,Subscriber,1990,Female,26.0,2017-08-03
19515,19515,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),124,19th St at Florida St,5400,Subscriber,1978,Male,26.0,2019-05-24
19516,19516,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4755,Subscriber,1985,Male,26.0,2018-07-05
19517,19517,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5276,Subscriber,1993,Male,27.0,2017-09-15
19518,19518,5 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),465,Subscriber,1980,Male,26.0,2019-09-05
19519,19519,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),36,Folsom St at 3rd St,4395,Subscriber,1971,Male,26.0,2017-03-25
19520,19520,13 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,5547,Subscriber,1986,Male,26.0,2018-06-17
19521,19521,13 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4745,Subscriber,1993,Male,26.0,2019-09-02
19522,19522,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),27,Beale St at Harrison St,5273,Subscriber,1963,Male,27.0,2019-09-27
19523,19523,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,1808,Subscriber,1987,Female,26.0,2018-07-19
19524,19524,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4445,Subscriber,1990,Female,26.0,2017-12-12
19525,19525,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,5011,Subscriber,1987,Male,26.0,2018-06-21
19526,19526,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5019,Subscriber,1985,Female,26.0,2017-11-09
19527,19527,10 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),63,Subscriber,1974,Male,26.0,2017-12-21
19528,19528,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2072,Subscriber,1979,Male,27.0,2017-12-17
19529,19529,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,4955,Subscriber,1980,Male,27.0,2019-08-18
19530,19530,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),3263,Subscriber,1953,Male,26.0,2017-02-09
19531,19531,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4619,Subscriber,1994,Male,27.0,2017-10-31
19532,19532,17 minutes,22,Howard St at Beale St,74,Laguna St at Hayes St,626,Subscriber,1982,Male,26.0,2017-06-04
19533,19533,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,5122,Subscriber,1980,Male,29.0,2019-06-09
19534,19534,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,5297,Subscriber,1990,Male,26.0,2018-01-03
19535,19535,7 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,4936,Subscriber,1993,Male,29.0,2017-03-31
19536,19536,19 minutes,16,Steuart St at Market St,107,17th St at Dolores St,4803,Subscriber,1981,Male,26.0,2017-08-31
19537,19537,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),47,Subscriber,1982,Other,26.0,2019-01-13
19538,19538,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1366,Subscriber,1986,Female,26.0,2017-02-24
19539,19539,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4948,Subscriber,1979,Male,27.0,2017-12-24
19540,19540,10 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,38,Subscriber,1966,Female,26.0,2020-01-08
19541,19541,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,5474,Subscriber,1994,Male,27.0,2018-07-19
19542,19542,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,5497,Subscriber,1993,Male,29.0,2017-08-02
19543,19543,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),126,Esprit Park,5521,Subscriber,1992,Male,27.0,2018-02-28
19544,19544,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1310,Subscriber,1985,Female,27.0,2019-04-25
19545,19545,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,4714,Subscriber,1997,Male,26.0,2018-06-02
19546,19546,7 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,2068,Customer,1974,Male,27.0,2017-03-26
19547,19547,8 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,4736,Subscriber,1989,Female,29.0,2017-12-03
19548,19548,37 minutes,16,Steuart St at Market St,132,24th St at Chattanooga St,5262,Subscriber,1991,Male,26.0,2019-02-05
19549,19549,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4926,Subscriber,1987,Female,26.0,2019-05-08
19550,19550,9 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5036,Subscriber,1994,Male,27.0,2017-10-09
19551,19551,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5447,Subscriber,1973,Male,26.0,2017-06-10
19552,19552,2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,3646,Subscriber,1975,Male,29.0,2018-12-09
19553,19553,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,2119,Subscriber,1988,Female,26.0,2017-12-21
19554,19554,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1564,Customer,1973,Female,27.0,2017-06-23
19555,19555,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3128,Subscriber,1977,Female,26.0,2018-05-28
19556,19556,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4998,Subscriber,1986,Male,26.0,2018-01-16
19557,19557,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5575,Subscriber,1992,Male,29.0,2017-11-06
19558,19558,37 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),146,30th St at San Jose Ave,5349,Subscriber,1987,Male,29.0,2018-03-05
19559,19559,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),89,Division St at Potrero Ave,4795,Subscriber,1989,Male,27.0,2017-01-30
19560,19560,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),2280,Subscriber,1969,Male,27.0,2018-03-20
19561,19561,7 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,1003,Subscriber,1984,Male,26.0,2019-10-10
19562,19562,22 minutes,22,Howard St at Beale St,63,Bryant St at 6th St,3010,Subscriber,1996,Male,26.0,2018-05-19
19563,19563,11 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,3068,Customer,1988,Male,29.0,2019-02-07
19564,19564,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5082,Subscriber,1985,Male,26.0,2018-05-10
19565,19565,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),1537,Subscriber,1989,Female,26.0,2018-06-12
19566,19566,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4941,Subscriber,1954,Male,29.0,2018-10-20
19567,19567,4 minutes,3,Powell St BART Station (Market St at 4th St),324,Union Square (Powell St at Post St),5481,Subscriber,1962,Male,26.0,2019-01-25
19568,19568,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),260,Subscriber,1983,Male,26.0,2017-07-24
19569,19569,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5248,Customer,1987,Male,26.0,2017-11-07
19570,19570,12 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),762,Subscriber,1986,Male,27.0,2018-08-23
19571,19571,9 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4955,Subscriber,1988,Male,27.0,2018-11-12
19572,19572,5 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,5173,Subscriber,1988,Female,29.0,2018-01-17
19573,19573,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5133,Subscriber,1986,Male,26.0,2017-03-10
19574,19574,22 minutes,3,Powell St BART Station (Market St at 4th St),145,29th St at Church St,4811,Subscriber,1984,Female,27.0,2019-12-14
19575,19575,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1718,Subscriber,1986,Male,26.0,2018-03-17
19576,19576,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),97,14th St at Mission St,4949,Subscriber,1991,Female,27.0,2018-12-15
19577,19577,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5142,Subscriber,1977,Male,26.0,2018-10-07
19578,19578,1 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),5274,Subscriber,1989,Female,26.0,2019-05-22
19579,19579,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5470,Subscriber,1985,Male,26.0,2017-11-08
19580,19580,3 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,2001,Subscriber,1972,Female,29.0,2017-03-29
19581,19581,35 minutes,22,Howard St at Beale St,115,Jackson Playground,3432,Customer,1970,Male,29.0,2018-11-11
19582,19582,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5492,Subscriber,1984,Male,27.0,2017-09-26
19583,19583,6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5297,Subscriber,1998,Male,26.0,2019-12-02
19584,19584,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,4656,Subscriber,1989,Male,26.0,2019-12-25
19585,19585,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),2128,Subscriber,1975,Male,26.0,2019-06-11
19586,19586,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5370,Subscriber,1979,Male,26.0,2017-01-26
19587,19587,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,3068,Subscriber,1977,Male,29.0,2017-03-03
19588,19588,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),86,Market St at Dolores St,4758,Subscriber,1988,Male,29.0,2019-05-11
19589,19589,22 minutes,3,Powell St BART Station (Market St at 4th St),122,19th St at Mission St,3325,Subscriber,1993,Male,27.0,2017-06-02
19590,19590,10 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5224,Subscriber,1980,Male,26.0,2019-09-21
19591,19591,9 minutes,22,Howard St at Beale St,64,5th St at Brannan St,5141,Subscriber,1978,Male,27.0,2018-05-04
19592,19592,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),134,Valencia St at 24th St,5561,Subscriber,1987,Male,27.0,2017-10-30
19593,19593,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),2548,Customer,1974,Male,26.0,2017-04-04
19594,19594,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1830,Subscriber,1985,Male,29.0,2018-12-20
19595,19595,7 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5250,Subscriber,1986,Male,27.0,2019-05-01
19596,19596,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,4975,Subscriber,1988,Male,26.0,2017-11-07
19597,19597,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2597,Subscriber,1974,Male,29.0,2019-05-02
19598,19598,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,1712,Subscriber,1992,Male,26.0,2019-01-27
19599,19599,9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4714,Subscriber,1982,Female,26.0,2018-09-02
19600,19600,5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,1565,Subscriber,1977,Male,29.0,2018-04-27
19601,19601,9 minutes,22,Howard St at Beale St,64,5th St at Brannan St,4725,Customer,1978,Male,26.0,2018-11-30
19602,19602,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),323,Broadway at Kearny,4850,Subscriber,1983,Male,26.0,2018-05-03
19603,19603,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),95,Sanchez St at 15th St,5352,Subscriber,1981,Male,27.0,2018-07-18
19604,19604,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),98,Valencia St at 16th St,4942,Subscriber,1980,Male,26.0,2017-11-14
19605,19605,10 minutes,3,Powell St BART Station (Market St at 4th St),85,Church St at Duboce Ave,4659,Subscriber,1987,Male,27.0,2019-10-10
19606,19606,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5411,Subscriber,1987,Male,26.0,2019-08-10
19607,19607,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),126,Esprit Park,5475,Subscriber,1986,Male,26.0,2019-03-27
19608,19608,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4955,Subscriber,1976,Male,27.0,2019-08-10
19609,19609,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,1771,Subscriber,1978,Male,27.0,2017-02-14
19610,19610,7 minutes,3,Powell St BART Station (Market St at 4th St),59,S Van Ness Ave at Market St,5029,Subscriber,1988,Male,26.0,2019-02-22
19611,19611,23 minutes,81,Berry St at 4th St,377,Fell St at Stanyan St,4991,Subscriber,1979,Male,26.0,2018-07-19
19612,19612,11 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5006,Subscriber,1990,Male,27.0,2017-09-18
19613,19613,13 minutes,81,Berry St at 4th St,58,Market St at 10th St,4712,Subscriber,1974,Male,27.0,2018-09-23
19614,19614,12 minutes,3,Powell St BART Station (Market St at 4th St),73,Pierce St at Haight St,5468,Subscriber,1983,Male,26.0,2018-07-26
19615,19615,5 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,2356,Subscriber,1984,Male,27.0,2017-04-24
19616,19616,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),370,Subscriber,1973,Male,29.0,2017-04-22
19617,19617,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1587,Customer,1968,Male,26.0,2018-04-29
19618,19618,3 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,48,Customer,1964,Male,27.0,2018-02-13
19619,19619,6 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5016,Subscriber,1971,Male,26.0,2018-11-11
19620,19620,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1220,Subscriber,1983,Female,26.0,2018-11-19
19621,19621,10 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),5343,Subscriber,1990,Female,26.0,2017-10-18
19622,19622,9 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),4958,Subscriber,1995,Male,27.0,2017-10-10
19623,19623,5 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),5518,Subscriber,1979,Female,27.0,2017-06-12
19624,19624,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4718,Subscriber,1982,Male,26.0,2019-12-05
19625,19625,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,4615,Subscriber,1989,Male,27.0,2019-11-06
19626,19626,5 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),953,Subscriber,1958,Female,27.0,2017-09-08
19627,19627,27 minutes,21,Montgomery St BART Station (Market St at 2nd St),105,16th St at Prosper St,4737,Subscriber,1986,Female,26.0,2017-08-28
19628,19628,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,5044,Subscriber,1986,Male,27.0,2018-04-25
19629,19629,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,5561,Subscriber,1983,Male,27.0,2017-01-25
19630,19630,32 minutes,16,Steuart St at Market St,377,Fell St at Stanyan St,4982,Subscriber,1986,Male,27.0,2017-12-27
19631,19631,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),530,Subscriber,1980,Female,26.0,2019-12-25
19632,19632,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),104,4th St at 16th St,5310,Subscriber,1996,Female,27.0,2018-03-15
19633,19633,6 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4734,Subscriber,1972,Male,27.0,2017-07-14
19634,19634,11 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2366,Subscriber,1980,Male,26.0,2017-11-24
19635,19635,7 minutes,22,Howard St at Beale St,10,Washington St at Kearny St,4384,Subscriber,1992,Male,27.0,2018-07-06
19636,19636,6 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5538,Subscriber,1965,Male,26.0,2017-08-03
19637,19637,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3057,Subscriber,1984,Male,26.0,2020-01-01
19638,19638,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5380,Customer,1974,Male,27.0,2018-07-10
19639,19639,23 minutes,3,Powell St BART Station (Market St at 4th St),146,30th St at San Jose Ave,3189,Subscriber,1962,Male,29.0,2018-12-08
19640,19640,6 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),4958,Subscriber,1988,Male,27.0,2018-05-12
19641,19641,3 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5016,Subscriber,1987,Male,26.0,2017-05-28
19642,19642,2 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5518,Subscriber,1972,Female,27.0,2018-06-06
19643,19643,16 minutes,81,Berry St at 4th St,98,Valencia St at 16th St,5047,Subscriber,1994,Male,26.0,2017-01-27
19644,19644,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5381,Subscriber,1977,Male,29.0,2020-01-05
19645,19645,11 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2711,Subscriber,1983,Female,26.0,2019-05-07
19646,19646,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5453,Subscriber,1984,Male,26.0,2017-10-14
19647,19647,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),121,Mission Playground,5575,Subscriber,1993,Male,29.0,2017-10-26
19648,19648,8 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,2353,Subscriber,1990,Female,27.0,2018-10-22
19649,19649,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,6147,Subscriber,1963,Male,27.0,2017-05-17
19650,19650,9 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5567,Subscriber,1968,Male,26.0,2017-02-16
19651,19651,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5299,Subscriber,1970,Male,26.0,2017-03-21
19652,19652,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,3670,Subscriber,1966,Female,26.0,2018-07-18
19653,19653,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5529,Subscriber,1980,Male,26.0,2019-09-18
19654,19654,11 minutes,81,Berry St at 4th St,75,Market St at Franklin St,4397,Subscriber,1971,Male,26.0,2019-03-09
19655,19655,22 minutes,22,Howard St at Beale St,22,Howard St at Beale St,2711,Subscriber,1966,Male,26.0,2017-04-13
19656,19656,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5475,Subscriber,1979,Male,26.0,2019-02-09
19657,19657,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),86,Market St at Dolores St,5376,Subscriber,1987,Female,27.0,2019-10-27
19658,19658,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4870,Subscriber,2000,Male,29.0,2019-08-03
19659,19659,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,4715,Subscriber,1980,Male,26.0,2018-06-22
19660,19660,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4737,Subscriber,2000,Female,26.0,2019-07-10
19661,19661,179 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5281,Subscriber,1980,Female,26.0,2017-04-29
19662,19662,13 minutes,81,Berry St at 4th St,86,Market St at Dolores St,5356,Subscriber,1985,Female,27.0,2018-07-08
19663,19663,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5318,Subscriber,1975,Male,27.0,2018-05-08
19664,19664,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5431,Subscriber,1988,Female,26.0,2019-09-27
19665,19665,10 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5436,Subscriber,1988,Male,26.0,2018-06-03
19666,19666,19 minutes,5,Powell St BART Station (Market St at 5th St),34,Father Alfred E Boeddeker Park,4351,Subscriber,1983,Male,29.0,2018-06-25
19667,19667,7 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5016,Subscriber,1976,Male,26.0,2018-10-31
